a,Sam the Man,44
a,Sam the Man,83a,Sam the Man,56a,Sam the Man,76
a,Sam the Man,54
a,Sam the Man,84
a,Sam the Man,62
a,Sam the Man,90
a,Sam the Man,52
a,Sam the Man,54
a,Sam the Man,60
a,Sam the Man,76
a,Sam the Man,57
a,Sam the Man,42
a,Sam the Man,59
a,Sam the Man,63
a,Sam the Man,58
